Title,Company,Description
Senior Data Scientist - Marketing,Datatech Analytics,"Senior Data Scientist - Marketing - £Competitive Salary – Plus Benefits – London – J10891

This global service provider operates in the leisure industry ensuring customers’ experiences are more enjoyable, more attainable and more accessible. Their Data Science team is growing thus they are looking for a high calibre Senior Data Scientist to use Machine Learning to help optimize hundreds of millions of dollars of Marketing spend. If you would you like to work in the fast-paced, competitive, customer-focused and data-rich world, please send your CV to Teresa immediately.

Role & Responsibilities
Help increase customer long-term value through relevant and engaging interactions.
Solve a broad range of high-impact, complex problems using some of the latest Data Science techniques.
Focus on optimising the bidding strategy within the business.
Deal with data scarcity, rapidly changing trends, auction dynamic changes etc.
Working closely with other teams, to drive the implementation and evaluation of new model variants.
Improve the overall efficiency of the bidding process.
Take charge of communicating progress to Business stakeholders.

Experience & Skills Required
Educated to MSc or PhD degree level in any of the following fields: machine learning or computer science, statistics, economics, mathematics with strong machine learning component.
Hands on experience in machine learning, building datasets, selecting and engineering features, building and optimizing algorithms.
Knowledge of at least one of the following programming languages: Python, Scala essential.
Experience with statistics/machine learning packages advantageous.
Strong SQL/data manipulation skills is required.
Confidently write readable, fast code.
Demonstrate the desire to learn new things, techniques and technologies.
Experience with data visualisation tools and packages advantageous.

If you fit the above job description, please contact Teresa Cheeseman or email her on teresa.cheeseman@datatech.org.uk. Please be advised that we can only accept candidates who have the right to work in the UK.

Alternatively, you can refer a friend or colleague by taking part in our fantastic referral schemes! If you have a friend or colleague who would be interested in this role, please refer them to us. For each relevant candidate that you introduce to us (there is no limit) and we place, you will be entitled to our general gift/voucher scheme.

Datatech is one of the UK’s leading recruitment agencies in the field of analytics and host of the critically acclaimed event, Women in Data UK. For more information visit our website: www.datatech.org.uk"
Senior Manager - Data Scientist,Evolution Recruitment Solutions,"Senior Manager - Data Scientist
London
You’ll be working in the Data Solutions business as part of our Strategy and Transformation, the team has big growth ambitions centred on building innovative, customer-centric propositions that are underpinned by data. This is an exciting and diverse business unit, full of talented people with an entrepreneurial attitude.
The Role
You will be the senior technical lead for Data Solutions, working closely with the product and commercial teams to understand customer needs and develop ground-breaking solutions to address those needs.
Responsibilities
Lead the enhancement of the current data capabilities and create new analytical products using various statistical and AI techniques
Responsible for the management and delivery of key client projects making sure they are delivered on time and to budget
Working with the commercial sales and product management team to agree and prioritise client deliverables and new product development workstreams
Building and delivering analytical solutions by analysing large and complex data sets using multiple technologies (BigQuery, GCP, Python, R, Spark)
Visualising analytical results in insightful and interactive ways using various technologies
Management, coaching and mentoring other data scientists and engineers
Key Skills
Detailed knowledge of a range of AI techniques including supervised and unsupervised machine learning techniques such as deep learning, graph data analytics, neural networks & natural language processing
Team management and development experience
Experience with Cloud computing on the GCP platform, SQL proficiency
Strong experience with statistical analysis using Python (preferable) or R
Knowledge of data visualisation fundamentals
Experience of working directly with clients and sales teams to understand client requirements and translate them into solutions
Competent in designing and building innovative data and AI products
If you are interested in this opportunity, please apply using your most up to date CV or contact Dan Shannon at Evolution Recruitment."
Sr Data Scientist,Amazon Dev Centre (London) Ltd,"Bachelor or Master's degree in highly quantitative field (CS, machine learning, mathematics, statistics) or equivalent experience.
Experience applying various machine learning techniques, and understanding the key parameters that affect their performance.
Experience developing experimental and analytic plans for data modeling processes, use of strong baselines, and the ability to accurately determine cause and effect relationships.
Have a history of building systems that capture and utilize large data sets in order to quantify performance via metrics or KPIs.
Understanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc.* Experienced in using multiple data science methodologies to solve complex business problems.
Experienced in handling large data sets using SQL and databases in a business environment.
Excellent verbal and written communication.
Strong troubleshooting and problem solving skills.
Thrive in a fast-paced, innovative environment.

Alexa Shopping Spoken Language Understanding team is looking for a senior data scientist to join a recently established team in London. The team’s mission is to ‘put the customer in the loop’ to improve the shopping experience on Alexa. The team will be building systems to collect and use explicit and implicit signals from customer behavior. As the lead scientist on the team you will drive the investigation to make this data actionable. You will have considerable scope to direct the research to find the maximum impact. This could include identifying leading indicators of customer dissatisfaction, using customer provided signals to improve existing Alexa language understanding models or operationalizing entirely new models to improve the experience for our customers.

This is a blue-sky role that gives you a chance to roll up your sleeves and dive into big data sets in order to build simulations and experimentation systems at scale, build optimization algorithms and leverage cutting-edge technologies across Amazon. This is an opportunity to think big about how to interpret the behavior of our customers and improve the voice shopping experience.

You will work closely with product and technical leaders throughout Alexa Shopping and will be responsible for influencing technical decisions in areas of development/modelling that you identify as critical future product offerings. You will identify both enablers and blockers of adoption for product understanding, and build programs to raise the bar in terms of understanding product questions and predict the shaping of customer utterances as we move from simple to complex utterances.

The ideal candidate will have extensive experience in Science work, business analytics and have the aptitude to incorporate new approaches and methodologies while dealing with ambiguities in sourcing processes. Excellent business and communication skills are a must to develop and define key business questions and to build data sets that answer those questions. You should have a demonstrated ability to think strategically and analytically about business, product, and technical challenges. Further, you must have the ability to build and communicate compelling value propositions, and work across the organization to achieve consensus. This role requires a strong passion for customers, a high level of comfort navigating ambiguity, and a keen sense of ownership and drive to deliver results.

Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation

Master's degree in Statistics, Applied Math, Operations Research, Economics, or a related quantitative field with at least 4+ years of working experience as a Data Scientist.
Experienced in writing academic-styled papers for presenting both the methodologies used and results for data science projects.
Hypothesis testing (including statistical hypothesis testing) and experimental design
Experience with unstructured textual data"
Senior Statistician/Data Scientist,Touch Surgery,"5 billion people, two-thirds of the world’s population, do not have access to safe and affordable surgical care. As a result, millions go untreated every year causing unnecessary suffering, permanent debilitation, or death. This is all caused by a shortage of surgeons, varying quality of care, rising costs of training surgeons, lack of funding and lack of accessibility to quality surgery. Digital Surgery is on a mission to change all of this.
With our award-winning Touch Surgery application and web platform, it is the dawn of Digital Surgery. Digital Surgery has created a digital data-driven ecosystem that uses the cutting-edge technologies like AI, augmented reality and computer vision to modernize surgical training, orchestrate surgical teams in the OR and deliver safer surgery around the world.
Here’s what you’ll do (not all of it, just the important stuff!):
As a Senior Statistical Data Scientist, you will be responsible for creating statistical tools and models to drive actionable insights relating to our product development as well as surgical videos we collect through our surgical analytics platform. You will be responsible for prototyping and amending statistical methods to fit our specific circumstances. You will support research by investigating new models and methodologies, striving for a deep understanding of how and when statistical methods work rather than being satisfied with using out-of-the-box modelling. You will proactively identify opportunities to drive insights from our data and work closely with product and design teams on data visualisations incorporated into our products.
Requirements
Must haves:
MSc or PhD in a STEM subject.
Broad statistical knowledge including familiarity with Frequentist and Bayesian approaches, Causal Reasoning methods and Graphical Models.
A demonstrated ability for developing innovative experimentation and analysis methods to infer insights from complex sets of data.
Experience using Tableau or a similar BI tool for data visualisation and reporting.
Advanced knowledge of SQL.
Practical object-oriented programming experience in Python with knowledge of relevant packages including Pandas, Numpy, SciPy, Matplotlib, Scikit-learn, Statsmodels.
Knowledge of at least one deep-learning framework (e.g. Tensorflow, Pytorch, Keras).
Experience in writing clean and maintainable code for collaborative working and using code versioning tools.
Excellent communicator - You are comfortable talking with programmers, marketers, surgeons, business leaders, and everyone in-between.
Nice to haves:
Experience working with tools used to handle big data.
Experience working with clinical data sets.
Knowledge of data compliance including GDPR, HIPAA and SOC2 compliance policies.
Benefits
We’re in a really lucky position to operate like a small team, with all of the benefits of a big company. Following our acquisition by Medtronic in February 2020, our benefits have had an impressive face lift. ; Our benefit package aims to help support your health, build wealth, grow in your career and share in the success of Digital Surgery and Medtronic. We are in the healthcare business and so in order to look after our people we provide:
Private healthcare via AXA PPP - £100 excess
30 days’ holiday + 8 bank holidays
Pension scheme (we double your personal contribution of up to 6%, by contributing 12%)
Annual bonus scheme
Annual meal allowance
Life insurance (4 x annual salary*)
Group Income Protection (67% of insured salary payable until pensionable age)
Personal Accident Cover ( 3 x annual salary)
Maternity - 20 weeks’ full pay + 15% returner’s bonus
Paternity - 2 weeks’ full pay
Employee Assistance Programme (support line for counselling, legal or financial advice)
Not to mention all of the other bells and whistles such as free daily breakfast, employee recognition programs, cash for referring a friend and a whole host of other wellness benefits.
As part of being Family Friendly, we encourage flexible working so you choose when you start and finish. Slack is one of our collaboration tools to help share information on what our teams are doing. You could even join the #coffee_buddies Slack channel to be matched up with someone for a face to face coffee.
So what’s it like working at Digital Surgery?
Part of the Medtronic family we benefit from a small company feel, within the world's leading medical device company. We have 130 people globally, with teams across the UK, US and Canada. The majority are based in our London HQ in Old Street. The company is made up of several teams covering Engineering, Product, Studio, Innovation, Marketing, HR, Operations, Finance and Sales. We care about our employees’ career and development, offering training internally as well as external courses and attending global conferences. We believe that helping you grow will help our company grow too.
We have our Family Meeting on Friday afternoons with beer, wine and cold drinks - it’s a great chance to meet new joiners, share success stories and hear what’s been going on in the company that week.
The Office
We have a really open plan office, think New York loft style with break out areas, sofas as well as more formal meeting rooms when you need some privacy. Open kitchen full of healthy snacks, naughty biscuits, tea, Nespresso coffee machines - we also provide breakfast every day for everyone. Ooh, and dogs. Bring your dog to work if you want. One of our Co-Founders has 2 dogs, (named after batman characters) but they’re not on payroll !
Our Values
All for One
Candid but Kind
Equitable
Grit
Deliver Extraordinary Things
Come help us to build a company that makes a difference, that changes lives, that saves lives.
COVID19
During this global crisis we have erred on the side of caution in our handlings. We closed the office 3 weeks before the lockdown in order to protect our employees. As flexible working has always been on the table, our preexisting IT infrastructure has allowed us to seamlessly transition to life in lockdown across the wider organisation. Despite the global crisis we continue to grow, and are interviewing and onboarding candidates remotely - so please do APPLY to express your interest in our vacancies!"
Data Scientist/Business Analyst,Next Link,"Are you looking for an interesting and challenging opportunity in Germany?

NextLink is looking for an Business/Data Analysis to work in Frankfurt , Germany for a contract position of 6 months (possibility extension) for a multinational client.

NextLink Solution, a Swiss IT Consultancy Company that has been providing both IT services and IT staffing to major customers for the past 20 years, has an excellent opportunity that can take your career to the next level.

General Information:
Job Title: Business/Data Analysis
Duration: 6 months
Work location: Frankfurt, Germany
Skills & Experience:
Overall experience of 8-10 yrs
Strong experience in Business analysis, data science, data engineering, programming in Python, R
Deep knowledge of NLP and compliance software / libraries (Elasticsearch, open-nlp, Stanford NLP, tensorflow, spacy, keras etc)
Expertise in applying models to banking / regulatory context (e.g. explainable results, traceability of learning)
Demonstrate a deep experience in applying these technologies in a financial industry / AML, preferably Trade Finance context"
Senior Data Scientist,Cleo AI,"Meet Cleo
Cleo was created to improve your financial health.
Already, she's helped 3 million people improve their relationship with money through simplicity and a sense of humour.
Cleo's not a bank though. She's an interface for the 99% – an AI assistant defining a new category, one that goes beyond saving up to actually changing how we feel about our finances.
Through chat, Cleo hits you with ridiculously personal insights into your spending, while suggesting personalised financial products that increase your ability to save. But really, it's our tone of voice that sets us apart.
We're a product for the next generation. That means meeting our users where they are and building the type of relationship they expect. It also means dropping the BS.
Watch this to dive a little deeper
The team
You'll join the existing data science function here at Cleo; a hotshot team of five dedicated data experts with significant industry experience that is at the heart of everything we do at Cleo. You'll build and deploy in-production models that developers will feed directly into the product.
This position is essential in the expansion of both product and business. We are highly data driven, whether that be understanding natural language, deriving insights from financial data, or determining which financial product is best suited to a user. We have interesting problems to solve on an ever-increasing scale
What you'll be doing
Lead the building of an extraordinary AI assistant to help users understand and manage their money
Actively building and productionising classifiers - no dependencies on engineering teams
Building a cutting-edge natural language assistant
A wide range of ML tasks: NLP, classification, recommender systems
Conducting regular A/B tests across the journey of a Cleo user
Building models of user-segmentation, marketing attribution, customer lifetime value etc.
Working closely with engineers to make sure we collect the right data to produce relevant business insights
Check out our office space here
About you
At least 5 years of experience in data science or related roles
Ability to write production quality code in Python
Experience deploying machine learning / deep learning algorithms into production
Experience conducting large scale A/B experiments
Experience working with AWS technologies such as EC2, S3, Sagemaker
Experience with containers and container orchestration: Kubernetes, Docker, and/or Mesos, including lifecycle management of containers
A strong ability to communicate findings to non-technical stakeholders in a concise and engaging manner
Experience with NLP methods a plus
How long will all this take?
We aim to move as fast as possible, usually 2 weeks is enough time for us all to get to know each other
Quick phone call with a member of our team to find out more about your experience and why you want to work at Cleo
Short take home challenge
Onsite interview
Discuss your take home test with the team
Meet some of the wider team
What do you get for all your hard work?
Cleo is an excellent place to work:
An above market compensation package (Base + Equity). We're prepared to pay for the very best
Work at one of the fastest growing tech startups anywhere in the world who are backed by top VC firm, Balderton
The team is exceptional. You'll get to work with brilliantly forward-thinking and dedicated individuals every day
Our mission is standout. We want to radically improve everyone's relationship with money. We're not maximising the time consumers spend in a feed, getting fast food delivered, or building an incrementally better bank. We're changing an industry in a visceral way, which you get to see every day in our customer feedback.
We are committed to making Cleo a more diverse and inclusive workplace. We are making continuous changes in order to make sure that all voices, especially those of minorities are heard, supported and celebrated. Our work doesn't stop at hiring, and we are providing every employee with training, support and development throughout their Cleo career, alongside training specific to inclusivity."
Client Facing Data Scientist,Quintex Consulting,"Our Consultancy clients in London are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve their client's business.

In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research.

As well as the above, you will be in a client facing role in which you will have to work and communicate with people of all levels- from Senior Management to recent graduates. You will be in several different client sites and will have to work as one of the team members for those organisations.

Most of the clients for the consultancy are in the financial sector.

Responsibilities

Identify valuable data sources and automate collection processes
Undertake to preprocess of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modelling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Requirements

Proven experience as a Data Scientist (3 years minimum)
Experience in data mining
Understanding of machine-learning and operations research
Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset
Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)
Analytical mind and business acumen
Strong math skills (e.g. statistics, algebra)
Problem-solving aptitude
Excellent communication and presentation skills
Masters in Computer Science, Engineering, Mathematics or relevant field; masters degree in Data Science or other quantitative field is preferred.
PHD is an asset"
Data Scientist - Menu Tribe,Gousto,"Gousto are on a mission to become the UK's favourite way to eat dinner!
Delicious recipes, precise ingredients & a dollop of adventure, delivered to your door. We have invested into our technology, data capability and our product to ensure the customer is at the heart of what we do. Every aspect of our business is powered by our passion.
Whether it is innovation through our recipe development, building algorithms to optimise our recipe box journey or devising strategies to reduce plastic and food waste. All our teams play a part in our amazing growth in the UK.
Our DREAM? To be the most-loved way to eat dinner, and for every meal to leave the planet better off. Gousto is changing how people shop, cook and eat food at home. It’s an incredibly exciting time to join our team!

Data Scientist - Menu & Market Tribe
An exciting Data Science opportunity has become available in our Menu & Market tribe! Our tribe focuses on ensuring that we are providing our users with the best possible product, by helping them find the perfect recipes and add-ons.
Data Science has a big role to play in achieving this, through providing relevant personalised recommendations and working with the rest of the tribe to determine the best ways for users to interact with their recommended recipes, as well as through a Menu Planning algorithm to help the Food team determine which recipes should appear on the menu.
We also have many more interesting challenges such as, what makes a perfect menu? Can we build a predictive model to determine how any given menu will perform? Can we personalise the navigation experience based on our users’ behaviours? We tackle these opportunities alongside the rest of the tribe, made of Software Engineers, Product Managers, UX Designers as well as colleagues from the Food, Analytics and Insights teams.
If you’re a natural problem solver and are passionate about data, you’ll fit right in. To be successful and more importantly enjoy being a Data Scientist at Gousto; you will be passionate about finding solutions for our customers.
Join us and let’s dream big and deliver bigger.
Give it some Gousto!

Who You Are
Adventurer in data science - As a member of the data-science team you will be using advanced machine-learning and optimisation techniques to build tools that will improve the business and make our service highly personalised.
End-to-end owner of data products - The problems we pursue are diverse and have a direct impact on the business. They range from optimising flows in our warehouse to algorithmically designing recipe menus based on customers' tastes. We believe that if you build something, you should run it too. Our data scientists take ownership over the entire process from ideation to deployment, as well as automation and maintenance. Knowing our data products inside-out allows us to keep learning and improving.
Passionate about impact - We have big plans for the future, hence we are looking for creative thinkers to help drive the business and disrupt the online grocery market by leveraging machine learning and optimisation. You will work with amazing colleagues and look forward to solving challenging problems that will have significant impact on the product and our customers.
Requirements

MSc or PhD in STEM subjects would be great! But there are lots of ways to land in Data Science! Math, Statistics, Computer Science or BSc paired with strong industry experience
Proven experience at expert level using SQL
Proven experience with managing productionisation of data products across Python and AWS Experience measuring and managing data product performance
Great communication skills – being able to explain your work and the impact on the business to all types of business partners
Cross functional tribe experience - this is key in how we are growing our Data Science capability and will be a part of the interview process
Experience building recommendation algorithms
Strong data pipeline experience to scope out new data products
High-energy self-starter with a passion for data, attention to detail, and a positive attitude


Bonus Points For
Experience in Recommendation Systems
Experience in Deep Learning/CNN
Experience in Evolutionary Computation
Experience in deploying machine learning algorithms into production environments (AWS)
Experience with Airflow


What’s it like working at Gousto?
All of us are responsible for the success of Gousto. Our guiding values - dream, deliver and care - show our commitment to innovation, our ambition to hit goals at speed, and our deep respect for the people we work with.
Our Values!
Dream
Be confident in your curiosity: think big, aim high and respectfully stand up for what you believe in.
Deliver
We look for effective answers that will have a real impact, take initiative to solve problems and have a healthy impatience for change.
Care
We care about our colleagues, customers and suppliers - they are key to our success - and about where our food comes from, the quality of our ingredients and our impact on the environment.

Salary bracket - £60,000 - £70,000 pending experience as above.
Benefits
At Gousto we are constantly looking to evolve our benefits for our people. Employees at Gousto are the key ingredient to our success and growth!
Our offices are ergonomically tested for comfort, noise levels and ensuring we have different spaces to collaborate in. Not to mention daily coffee, tea, fruit and ice creams (vegan options too!). We have weekly Friday socials ranging from team updates, birthday celebrations, meet ups and more! Soft drinks, beer, wine and more snacks included! (Well we do love food)
Ping pong, gaming events, running clubs to pub clubs, wellbeing days and quarterly people events are just a few of the initiatives in place. With more to be announced in 2020!
All Gousto employees are offered a benefits package of:
25 days holiday (plus bank holidays) - You can buy up to 5 days extra holiday!
A holiday day added each year (up to 30 days)
40% Gousto discount
Your first Gousto box FREE
25% Gousto discount for friends and family
Gousto Academy training courses
Free food & recipes from the test kitchen
Gousto stash - hoodie, notepad, mug


For the full Gousto list of benefits just get in touch and we can share all the details!
Equal opportunities
Whether it is creating diversity in our recipes or building new teams, we care about our people and the opportunities they have at Gousto.
We are committed to equality of opportunity across our organisation. At all levels we promote equality, ensuring our people are consistently treated in a fair and equal manner.
Go Gousto!

This role closes on the 30th July 2020."
Lead Data Scientist,Metrica Recruitment,"The Company

This global technology giant have made significant investment to support their analytics and data science team in the consultancy arm of the business. Completely sector agnostic, this team aims to solve complex business problems using cutting edge data science techniques.

The Role

In this high profile role, you will take a senior technical position within a highly motivated and growing team in which no two assignments will be the same. At this seniority level, you will take responsibility for providing methodological and technical subject matter expertise around advanced, large-scale data analysis.

You will provide thought leadership around emerging technologies and will be the go-to person for AI and data science queries where you will be expected to lead their presence in a particular industry.

Essential Skills

Experience building and leading teams
Proven data science experience attained either in-house or consulting
Hands-on, demonstrable experience in data science tools and frameworks such as Python and R
Strong communication skills and business acumen
2:1 STEM degree from reputable university and A or A* in Mathematics A-level, or equivalent qualifications

Job Owner: d.prosser"
Senior Data Scientist - Curve Credit.,Curve,"The world of finance is fragmented. There are more choices for consumers than ever before and frankly, it’s a mess. How many cards do you have in your wallet and how many banking apps do you have on your phone? Exactly.

Our mission is to streamline your finances by simplifying and unifying the way you spend, send, see and save money. One card and one app to connect all your financial products service in one place; bringing banking to the cloud.

Curve isn’t a bank. So forget everything you think you know. What we’re building is unique.

Why work with us?

Are you interested in a one-of-a-kind role in one of London’s fastest growing fintech companies? Competitive salary? Company perks? The freedom to make a difference?

We’re looking for game changers to help us revolutionise the way people manage their finances. You will turn dreams and ideas into innovative products that delight & inspire our customers.

We have funding from the leading names in tech investment, and a visionary leadership team who grant their teams the autonomy they need to develop their expertise.

Excited? You should be....

We are looking for a Senior Data Scientist to join a team of very well established Data Scientists in the design, wrangling, build, implementation and delivery of Machine Learning and Data Science solutions both to both internal teams and external customers.
As Senior Data Scientist working at Curve, you will play a key role in identifying business opportunities, measuring opportunity, inventing and prototyping solutions. You will use a wide range of technologies, programming languages and systems, and work alongside an experienced data team which includes, data engineers, data scientists, ML researchers, product managers and backend engineering team.
You will have the freedom and encouragement to explore your own ideas and the reward of seeing your contributions benefit millions of customers worldwide.
As the Senior Data Scientist you will be working with large volumes of both real-time streaming-data and batch collected data on AWS/GCP.
You will work closely with Stakeholders of within our credit business to implement and optimise risk models, pricing models and reporting.
You will be working with new tools and technology that you, the Senior Data Scientist, see fit for the job. You will have autonomy over methods and solution design, within our flexible research framework, collaboration and peer-review is also encouraged.
You will have the opportunity to work with and Build Production Machine Learning solutions at scale as well as contribute to internal and open source projects.

Requirements:

What we are looking for:
Previous Experience working in a Fintech with a credit focus.
Experience taking ownership of end-to-end Data Science solutions
Experience working within the Cloud (Azure, GCP OR AWS)
A strong computer science grounding in a broad range of algorithms and data-structures is a must.
Experience working with/managing Stakeholders, specifically product managers
Experience in providing value and quantifiable real world impact through a range of different Data Science Techniques
Strong Software development skills (know the difference between scripting and production quality)
Understanding of machine learning architecture
An understanding of SDLC including testing, CI/CD and agile ceremonies
Nice to Have
Have mentored/supported team members
A PhD, MSc or research experience in a STEM field would be beneficial
Fintech/Finance/Payments/Retail Banking experience
Having any of the above would be beneficial however would not exclude you from a role here.

Why Work at Curve?:

At Curve, we don’t look at limitations; we are hugely aspirational in everything we do, and our teams reflect that.

As individuals and a collective we are upfront and honest about what needs to get done and need to have the people in place to help enable agile, cross functional teams to work at optimal capacity. By joining Curve, you will:

Surround yourself by a team of smart, fun and innovative colleagues, driven to create a connected world of money.
Have a say. We want people with opinions; individuals who want to fundamentally impact products that will serve millions of people.
A working environment that combines the exciting pace and agility of a start-up, with the broader benefits of a stable well-financed business.
Top 10 UK startup and top 5 consumer FinTech; we are going from strength to strength.

We are innovators at our core and encourage an ownership mindset, putting people at the centre of everything we do. Internally you will be given the autonomy and empowered to get stuff done. We embrace inquisitive, solution driven individuals, who want to make the world a better, more connected place.

As a people led business, we remain incredibly committed to promoting an environment and culture of continuous learning. Through our learning budget, wider community involvement and genuine appetite to constructively challenge one another, you will have access to a diverse range of materials and forums that will support you in your day to day work."
"Data Scientist, Deep Learning",Bud,"Our Mission
Bud's mission is simple. We're here to make people's complex lives feel more manageable. The products we're building are used by some of the world's most prestigious institutions to help millions of their customers to take control of their finances.
Your Mission‍‍
The data enrichment team is responsible for making the Bud platform intelligent. We design and build models that uncover new insights for users about their finances and make new user journeys possible. For example, we are building a way for people to use their rent to build their credit score, powered by machine learning models that identify and validate rental payments
What impact will you make
You will be building models which allow us to enrich the data to build smart and flexible services.
You will have research time for new techniques and algorithms
You will be working on data science projects end to end - from exploratory data analysis and model training to coding and implementation of the services. You will be a full-stack data scientist!
You will work in a cross-functional way with other Data Scientists, Backend, DevOps and other teams to get new machine learning models into production.
You will have the opportunity to implement your own ideas to create new services and features.
A bit about you
You have solid mathematical skills
You have a strong proficiency general data-science libraries (e.g. numpy, scipy, pandas)
You have proficiency in PyTorch or Tensorflow/Keras
You have solid working experience with deep learning and other machine learning techniques.
You are excited about data science
You are comfortable coding in Python and have a grasp of basic computer science concepts
Taking it to the next level
Some knowledge of web frameworks like Starlette or Flask
Shared your work publicly in a repo or academic paper
Engineering at Bud
The software engineering team are tasked with solving highly technical problems to enable solutions that tangibly benefit the lives of millions of people. From how to scale our solutions to tens of millions of users in the most effective manner to integrating hundreds of third-party businesses. Data is key to our business and we need passionate developers to help capture it, store it, transform it, research and most importantly secure it.
What else would be good to know
The data teams each meet weekly for a 30m 'Fika' break (borrowed from Swedish culture) where work talk is forbidden. We share food and snacks and get to know each other on a personal level.
Benefits
What is it like to work for Bud?
We could play buzzword bingo but one of our core values is 'Authentic' and the best way to demonstrate this is by sharing our employee engagement dashboard. This provides a weekly engagement and NPS score giving you a true reflection of life at Bud. All data collected is anonymised so we have no control over what you see.
The dashboard is interactive so check it out here and have a look at what the numbers mean, https://bit.ly/2MhjAZT
What are the perks?
25 days holiday!
We match up to 5% of your salary in our pension plan.
You’ll be provided with a brand new MacBook or PC, and any computer accessories you need so you’ll have the best tools for the job!
The biggest motivation for people is learning and developing, our people have up to £500 per annum of learning and development opportunities funded by Bud.
️ We’re big on keeping Bud a social team, so Christmas and Summer parties can be a big deal. We also put on events and have a social committee organising things from 5-a-side football, gaming comps and after-work meet-ups!
Being part of the WeWork community also provides some added perks from free ""artisan"" coffee, weekly lunch and learns and even terrarium workshops.
A bit more about us
We’re a diverse group of people. With backgrounds ranging from data science to music production, more than 80% of our team come from outside the world of finance – providing us with a unique perspective as we help consumers feel more in control of their lives. For us, an interest in people comes first; finance follows.And more about what we're doing
and more about what we're doing
The apps and infrastructure we’re building are designed to place the power of personal data back into the hands of normal people. Picture this: a world where your bank knew you were paying too much for your gas bill and could switch you to a more suitable provider, or understood your savings targets and could automatically find you a better deal. That’s what we’re working towards.
We believe that diversity will make us better.
Bud’s mission is to make the money part of people’s lives simple. To get there, we need a workforce that is diverse as the people we create our products for. Which means we need people who have different backgrounds and experiences, who are diverse in age, gender identity, race, sexual orientation, physical or mental ability, ethnicity, and ways of thinking. We truly believe that these differences will make us grow as a company and a team. We strive to create a workplace and culture where our people are empowered, supported, given equal opportunities and can bring their authentic selves to work.
To read our job applicant privacy policy, please click here."
Data Scientist | Python | Tensorflow | Deep Learning | Contr...,GCS Recruitment Specialists Ltd,"Senior Data Scientist | Python | Tensorflow 2.1.0 | Deep Learning | CNN | RNN | Contract | Remote
GCS are looking for a senior data scientist to join on a 6 month rolling contract with a specialist AI consultancy based in central London.
Please see below for what we're looking for:
A strong background in Data Science, having worked on AI/Machine learning projects before
You must have excellent Python development skills using up to version 3
You must have worked with Tensorflow for Deep Learning, ideally having used version 2.1.0
You will have strong understanding of CNN (Convolutional Neural Networks)
Desirable
Ideally you will have worked on Computer Vision or Image Analysis AI projects previously
This is an urgent requirement looking to start ASAP, if you're suitable and available please send me an updated CV to gavin.marriott@gcsrecruitment.com or alternatively please call me on
Show phone number
for more info.
Senior Data Scientist | Python | Tensorflow 2.1.0 | Deep Learning | CNN | RNN | Contract | Remote
GCS Computer Recruitment Services is acting as an Employment Business in relation to this vacancy."
French Speaking Data Scientist - London - £110k + Benefits!,Lawrence Harvey,"French Speaking Data Scientist - London - £110k + Benefits!

I have been tasked with finding an experienced Data Scientist with French language skills to join a company who has brought one of the most exciting, disruptive, AI platforms to the UK market!

THE ROLE

The successful Data Scientist will join a rapidly growing team of Data Science & Machine Learning experts. You will work primarily with clients in the French region, but will be based out of the London HQ and may therefore require 30% or your time to be spent on client site in France.

You will be the face of the business on French client engagements, working with prospective clients to understand the unique problems the platform could help them to solve, demonstrate current user success cases, deliver tech demonstrations, produce proof of concepts/rapid prototyping and work with users to ensure the success of the delivered platform.

This will involve the Data Scientist working across Banking, FinTech, Insurance and Energy sectors and getting involved with the commercial side of the engagement including assisting with RFI, RFPs, Pre & Post Sales.

THE REQUIREMENTS

Proven successful experience of delivering end to end projects from discovery to production of Machine Learning and predictive models
Fluent French language skills
Strong skills in various Machine Learning techniques i.e. regression, classification, random forests, decision trees, Bayserian etc (NOT JUST LINEAR MODELS!!)
Fluent in Python &/or R
Experience with Hadoop and related Big Data Technologies
Exceptional communication & customer interaction skills

THE OFFER

Base salary up to £110,000 + bonus
Benefits including pension, health care, income protection, flexible working, discounts, vouchers and more!!

THE COMPANY

Established for over 5 years and recently entering into its third round of VC funding, this company is a pioneer in the industry producing an AI driven platform built by Data Scientists for Data Scientists!

Their product is an automated Machine Learning platform and can be cloud or on-prem based allowing organizations to produce accurate data-based predictions & beneficial insights in a fraction on the time required by conventional tools & methods.

The success of the business has lead to the business growing by 100% on the last three years and now they employ over 300 across the USA, Asia & Europe. This includes 3 x Kaggle #1's!

French Speaking Data Scientist - London - £110k + Benefits!

Apply now and be part of a truly exciting company operating way in front of the curve!

Lawrence Harvey is acting as an employment agency in regards to this position."
